name,type,activity_code,activity,budget,memberships,zip,registerNumber,interestPercentage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
Next Data Service AG,,ACT_ORGANIZATION,Unternehmen,20000.0,[],10559.0,R001669,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ORGANIZATION,ACT_CONSULTING,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",20000.0,[],,R000913,0.1555555555555555,"{'name': 'akf servicelease GmbH', 'phoneNumber': '+49202257274000', 'organizationEmails': ['servicelease@akf.de'], 'websites': ['https://www.akf-servicelease.de'], 'legalRepresentatives': [{'commonFirstName': 'Holger', 'lastName': 'Büscher', 'function': 'Geschäftsführer', 'phoneNumber': '+49202257274150', 'organizationMemberEmails': ['h.buescher@akf.de']}], 'address.type': 'NATIONAL', 'address.street': 'Am Diek', 'address.streetNumber': '50', 'address.zipCode': '42277', 'address.city': 'Wuppertal', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloudflare Inc.,,ACT_ORGANIZATION,Unternehmen,20000.0,"['R000672', 'R002737', 'R000673']",80331.0,R004722,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz für Sicherheit in der Wirtschaft Baden-Württemberg e.V. (ASW-BW),,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",20000.0,[],70372.0,R003134,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deutscher Musikverleger-Verband e.V.,,ACT_PROFESSION_ASSOC,Berufsverband,20000.0,['R003675'],10623.0,R000947,0.1578947368421052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brighter AI Technologies GmbH,,ACT_ORGANIZATION,Unternehmen,20000.0,"['R002111', 'R002203']",10178.0,R005789,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raisin GmbH,,ACT_ORGANIZATION,Unternehmen,20000.0,"['R000672', 'R000904', 'R000113']",10997.0,R003035,0.1818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATABUND e.V.,,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,20000.0,"['R003404', 'R001795', 'R000328', 'R000798']",10557.0,R001231,0.2272727272727272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEWE Stiftung & Co. KGaA,,ACT_ORGANIZATION,Unternehmen,20000.0,"['R000805', 'R002221']",26133.0,R005791,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ipc Unternehmensberatung,ORGANIZATION,ACT_CONSULTING,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",20000.0,[],10707.0,R000592,0.2666666666666666,"{'name': 'EUTOP Europe GmbH', 'phoneNumber': '+49893237000', 'organizationEmails': ['eutop@eutop.eu'], 'websites': ['https://www.eutop.com/de'], 'legalRepresentatives': [{'commonFirstName': 'Walter', 'lastName': 'Tombrock', 'function': 'Geschäftsführer', 'phoneNumber': '+49893237000', 'organizationMemberEmails': ['eutop@eutop.eu']}, {'commonFirstName': 'Christian', 'lastName': 'Schaufler', 'function': 'Geschäftsführer', 'phoneNumber': '+49893237000', 'organizationMemberEmails': ['eutop@eutop.eu']}], 'address.type': 'NATIONAL', 'address.street': 'Denninger Strasse', 'address.streetNumber': '15', 'address.zipCode': '81679', 'address.city': 'München', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}","{'name': 'Hermes Germany GmbH', 'phoneNumber': '+4940537550', 'organizationEmails': ['presse@hermesworld.com'], 'websites': ['http://www.hermesworld.com/de'], 'legalRepresentatives': [{'commonFirstName': 'Olaf', 'lastName': 'Schabirosky', 'function': 'CEO', 'phoneNumber': '+4940537550', 'organizationMemberEmails': ['presse@hermesworld.com']}], 'address.type': 'NATIONAL', 'address.street': 'Essener Strasse', 'address.streetNumber': '89', 'address.zipCode': '22419', 'address.city': 'Hamburg', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Association of E-Pharmacies (EAEP),,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,20000.0,[],,R002011,0.1764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reed Exhibitions Deutschland GmbH,,ACT_ORGANIZATION,Unternehmen,20000.0,['R004545'],40219.0,R003251,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deutscher Bundesverband Informationstechnologie für Selbständige e. V.,,ACT_PROFESSION_ASSOC,Berufsverband,20000.0,[],10117.0,R005816,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackned GmbH,,ACT_ORGANIZATION,Unternehmen,20000.0,"['R000672', 'R002017', 'R000432']",87751.0,R005115,0.3636363636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesverband professioneller Bildanbieter e. V. (BVPA),,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,20000.0,[],10719.0,R002806,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deutsche Kautionskasse AG,,ACT_ORGANIZATION,Unternehmen,20000.0,['R000112'],82319.0,R001110,0.1764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesverband der electronic cash - Netzbetreiber (BecN) e.V.,,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,20000.0,[],60312.0,R002641,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verband Deutscher Bühnen- und Medienverlage e.V.,,ACT_PROFESSION_ASSOC,Berufsverband,20000.0,[],10623.0,R001677,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KI Bundesverband e.V.,,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,20000.0,[],10117.0,R002203,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTTO Hamburg GmbH,,ACT_ORGANIZATION,Unternehmen,20000.0,"['R001982', 'R000451']",22297.0,R002529,0.2307692307692307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
govdigital eG,,ACT_OTHER,,20000.0,['R001238'],10117.0,R004170,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stripe Deutschland GmbH,,ACT_ORGANIZATION,Unternehmen,20000.0,['R000672'],80335.0,R000331,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D64 - Zentrum für digitalen Fortschritt e.V.,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",20000.0,[],10119.0,R000251,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEW TelNet GmbH,,ACT_ORGANIZATION,Unternehmen,20000.0,['R002215'],86356.0,R003050,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitch UK Limited,,ACT_ORGANIZATION,Unternehmen,20000.0,['R000672'],,R001787,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesverband Internetmedizin e.V.,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",20000.0,[],22767.0,R003640,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toto-Lotto Niedersachsen GmbH,,ACT_ORGANIZATION,Unternehmen,20000.0,"['R001795', 'R000297']",30519.0,R002591,0.2307692307692307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbeitsgemeinschaft für wirtschaftliche Verwaltung - AWV e.V.,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",20000.0,['R001291'],65760.0,R000532,0.1891891891891892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digitale Gesellschaft,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",20000.0,[],13347.0,R000049,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASW West - Allianz für Sicherheit in der Wirtschaft West e.V. (ASW West e.V.),,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,20000.0,[],45130.0,R001580,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georg von Holtzbrinck GmbH & Co. KG,,ACT_ORGANIZATION,Unternehmen,20000.0,"['R002065', 'R001564']",70184.0,R001594,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zur Rose Pharma GmbH,,ACT_ORGANIZATION,Unternehmen,20000.0,[],6112.0,R001942,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ORGANIZATION,ACT_CONSULTING,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",20000.0,[],,R000646,0.1851851851851851,"{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R003146', 'name': 'Frankfurt Main Finance e.V.', 'phoneNumber': '+496994418081', 'organizationEmails': ['info@fmfinance.de', 'andreas.glaenzel@fmfinance.de'], 'websites': ['https://frankfurt-main-finance.com/'], 'legalRepresentatives': [{'commonFirstName': 'Gerhard', 'lastName': 'Wiesheu', 'function': 'Präsident', 'phoneNumber': '+496921040', 'organizationMemberEmails': ['metzler@metzler.com']}, {'commonFirstName': 'Tarek', 'lastName': 'Al-Wazir', 'function': 'Vorstandsmitglied', 'phoneNumber': '+496118150', 'organizationMemberEmails': ['info@wirtschaft.hessen.de']}, {'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Thomas', 'lastName': 'Book', 'function': 'Vorstandsmitglied', 'phoneNumber': '+49692110', 'organizationMemberEmails': ['info@deutsche-boerse.com']}, {'commonFirstName': 'Gerold', 'lastName': 'Grasshoff', 'function': 'Vorstandsmitglied', 'phoneNumber': '+496987402000', 'organizationMemberEmails': ['info@firm.fm']}, {'commonFirstName': 'Thomas', 'lastName': 'Groß', 'function': 'Vorstandsmitglied', 'phoneNumber': '+4969913201', 'organizationMemberEmails': ['kontakt@helaba.com']}, {'commonFirstName': 'Nick', 'lastName': 'Jue', 'function': 'Vorstandsmitglied', 'phoneNumber': '+496950509069', 'organizationMemberEmails': ['info@ing.de']}, {'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Cornelius', 'lastName': 'Riese', 'function': 'Vorstandsmitglied', 'phoneNumber': '+4969744701', 'organizationMemberEmails': ['mail@dzbank.de']}, {'commonFirstName': 'Adnan', 'lastName': 'Shaikh', 'function': 'Vorstandsmitglied', 'phoneNumber': '+4961964900', 'organizationMemberEmails': ['info@eschborn.de']}, {'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Ingo', 'lastName': 'Wiedemeier', 'function': 'Vorstandsmitglied', 'phoneNumber': '+496926410', 'organizationMemberEmails': ['online@frankfurter-sparkasse.de']}, {'commonFirstName': 'Eva', 'lastName': 'Wunsch-Weber', 'function': 'Vorstandsmitglied', 'phoneNumber': '+498006921720', 'organizationMemberEmails': ['info@frankfurter-volksbank.de']}, {'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Felix', 'lastName': 'Schwenke', 'function': 'Vorstandsmitglied', 'phoneNumber': '+496980651', 'organizationMemberEmails': ['info@offenbach.de']}, {'commonFirstName': 'Bernd', 'lastName': 'Leukert', 'function': 'Vorstandsmitglied', 'phoneNumber': '+49699100', 'organizationMemberEmails': ['deutsche.bank@db.com']}, {'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Bastian', 'lastName': 'Bergerhoff', 'function': 'Vorstandsmitglied', 'phoneNumber': '+4969115', 'organizationMemberEmails': ['buergerberatung@stadt-frankfurt.de']}], 'address.type': 'NATIONAL', 'address.nationalAdditional1': 'COLOSSEO', 'address.street': 'Walther-von-Cronberg-Platz', 'address.streetNumber': '16', 'address.zipCode': '60594', 'address.city': 'Frankfurt am Main', 'address.country.code': 'DE', 'legalForm.code': 'LF_EV', 'legalForm.code_de': 'Eingetragener Verein (e. V.)', 'legalForm.code_en': 'Registered association', 'legalForm.type': 'JURISTIC_PERSON'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
